propertyCode,url,address_search,price_search,details_search,description_search,source_page,scraped_at,seed_url,seed_label
111176833,https://www.idealista.com/en/inmueble/111176833/,"Flat / apartment in El Camp d'En Grassot i Gràcia Nova, Barcelona","365,000 €",3 bed. 75 m² Ground floor exterior without lift | 3 bed. | 75 m² | Ground floor exterior without lift,"CAMP D’EN GRASSOT. Ground floor with adjoining commercial space. With street-level access, it has been completely renovated to brand new. It is distributed into a living room with an American-style kitchen, two double bedrooms, two full bathrooms, and a patio. It has hot/cold air conditioning, parquet flooring, and dou",https://www.idealista.com/en/venta-viviendas/barcelona/gracia/pagina-17.htm,2026-04-17T16:18:11+00:00,https://www.idealista.com/en/venta-viviendas/barcelona/gracia/,gracia
110868562,https://www.idealista.com/en/inmueble/110868562/,"Flat / apartment in Calle de Pere Serafí, 23, Vila de Gràcia, Barcelona","450,000 €",3 bed. 75 m² 1st floor exterior with lift | 3 bed. | 75 m² | 1st floor exterior with lift,"Fantastic apartment for rent located at Pere Serafí street, 23 in the heart of Gràcia, one of Barcelona's most authentic and charming neighborhoods. The home is on the first floor with an elevator and has been renovated, so it is ready to move into. It has a comfortable and functional layout, with three spacious bedro",https://www.idealista.com/en/venta-viviendas/barcelona/gracia/pagina-17.htm,2026-04-17T16:18:11+00:00,https://www.idealista.com/en/venta-viviendas/barcelona/gracia/,gracia
111043540,https://www.idealista.com/en/inmueble/111043540/,"Flat / apartment in Calle de Pi i Margall, El Camp d'En Grassot i Gràcia Nova, Barcelona","570,000 €",3 bed. 83 m² 1st floor exterior with lift | 3 bed. | 83 m² | 1st floor exterior with lift,"Flat for sale in Barcelona, with 893 ft², 3 rooms and 2 bathrooms, Lift, Furnished and Air conditioning.",https://www.idealista.com/en/venta-viviendas/barcelona/gracia/pagina-17.htm,2026-04-17T16:18:11+00:00,https://www.idealista.com/en/venta-viviendas/barcelona/gracia/,gracia
107878371,https://www.idealista.com/en/inmueble/107878371/,"Flat / apartment in El Camp d'En Grassot i Gràcia Nova, Barcelona","777,000 €",2 bed. 142 m² 6th floor exterior with lift | 2 bed. | 142 m² | 6th floor exterior with lift,"Spacious apartment with a large 56sqm living-dining room and open kitchen in Gracia. Located on the 6th floor, actual height 7. It has a usable area of 115sqm, offering spacious and comfortable rooms. The living-dining room includes a living area and a dining area. Its two bedrooms are generously sized and have the",https://www.idealista.com/en/venta-viviendas/barcelona/gracia/pagina-17.htm,2026-04-17T16:18:11+00:00,https://www.idealista.com/en/venta-viviendas/barcelona/gracia/,gracia
110799174,https://www.idealista.com/en/inmueble/110799174/,"Flat / apartment in El Camp d'En Grassot i Gràcia Nova, Barcelona","475,000 €",2 bed. 80 m² 1st floor interior with lift | 2 bed. | 80 m² | 1st floor interior with lift,"Renovated apartment in Camp d'en Grassot i Gràcia Nova on a quiet and well-connected street The property has 66 m2 distributed as follows: 2 bedrooms 1 full bathroom Kitchen Bright living-dining room with access to the terrace Terrace Located on the first floor with an elevator, it combines daily comfort with easy a",https://www.idealista.com/en/venta-viviendas/barcelona/gracia/pagina-17.htm,2026-04-17T16:18:11+00:00,https://www.idealista.com/en/venta-viviendas/barcelona/gracia/,gracia
110163146,https://www.idealista.com/en/inmueble/110163146/,"Duplex in Calle de Gomis, 60, Vallcarca i els Penitents, Barcelona","485,000 €",3 bed. 139 m² Ground floor exterior with lift | 3 bed. | 139 m² | Ground floor exterior with lift,"Total surface area 139 m², duplex usable floor area 139 m², double bedrooms: 3, 4 bathrooms, wheelchair-friendly, air conditioning (hot and cold), lift, heating (electric), ext. woodwork (aluminum), internal carpentry, kitchen, dining room, state of repair: new build, gas, utility room, floor no. : 1, facing south, aut",https://www.idealista.com/en/venta-viviendas/barcelona/gracia/pagina-17.htm,2026-04-17T16:18:11+00:00,https://www.idealista.com/en/venta-viviendas/barcelona/gracia/,gracia
108468607,https://www.idealista.com/en/inmueble/108468607/,"Studio in Calle de Maspons, Vila de Gràcia, Barcelona","397,000 €",Garage optional 150 € 71 m² exterior without lift | Garage optional 150 € | optional | 71 m² | exterior without lift,"A unique gem in one of Barcelona’s most charming neighborhoods! We present this spectacular 71 m2 loft located on the ground floor of a traditional building in the Gràcia neighborhood, on a quiet, pedestrian street, just steps away from the iconic Plaça del Sol. An absolutely unique space, fully renovated in 2024 with",https://www.idealista.com/en/venta-viviendas/barcelona/gracia/pagina-17.htm,2026-04-17T16:18:11+00:00,https://www.idealista.com/en/venta-viviendas/barcelona/gracia/,gracia
110178423,https://www.idealista.com/en/inmueble/110178423/,"Flat / apartment in Calle del Torrent de les Flors, Vila de Gràcia, Barcelona","279,000 €",3 bed. 54 m² 3rd floor exterior without lift | 3 bed. | 54 m² | 3rd floor exterior without lift,"Magnificent, very bright apartment, third floor, double orientation, exterior, 54 m2! very well distributed with 3 bedrooms. The home is distributed with a spacious hall, living-dining room with direct access to a gallery with large windows, kitchen, 3 bedrooms (1 double and 2 singles) and a bathroom. The building ha",https://www.idealista.com/en/venta-viviendas/barcelona/gracia/pagina-17.htm,2026-04-17T16:18:11+00:00,https://www.idealista.com/en/venta-viviendas/barcelona/gracia/,gracia
111150371,https://www.idealista.com/en/inmueble/111150371/,"Duplex in Can Toda, La Salut, Barcelona","310,000 €",1 bed. 80 m² Ground floor interior with lift | 1 bed. | 80 m² | Ground floor interior with lift,"Ground floor with independent entrance in the La Salut neighborhood, completely renovated and ready to move into. The house stands out for its modern and functional design, with a pleasant day area that integrates the living room and open kitchen, creating a spacious, bright and very cozy space. The quality finishes,",https://www.idealista.com/en/venta-viviendas/barcelona/gracia/pagina-17.htm,2026-04-17T16:18:11+00:00,https://www.idealista.com/en/venta-viviendas/barcelona/gracia/,gracia
110866800,https://www.idealista.com/en/inmueble/110866800/,"Flat / apartment in Calle de Còrsega, Vila de Gràcia, Barcelona","530,000 €",4 bed. 114 m² 3rd floor exterior with lift | 4 bed. | 114 m² | 3rd floor exterior with lift,"Coming soon: Investment opportunity just a few streets from Passeig de Gràcia – Property with regulated long-term rent (open to negotiation) in Eixample Right. Spacious 114 m² built apartment (100 m² usable + 14 m² common areas), requiring full renovation and currently in original condition. Located just a few blocks",https://www.idealista.com/en/venta-viviendas/barcelona/gracia/pagina-17.htm,2026-04-17T16:18:11+00:00,https://www.idealista.com/en/venta-viviendas/barcelona/gracia/,gracia
110786790,https://www.idealista.com/en/inmueble/110786790/,"Flat / apartment in Calle de Sargelet, La Salut, Barcelona","389,000 €",3 bed. 80 m² Mezzanine exterior with lift | 3 bed. | 80 m² | Mezzanine exterior with lift,"We present this property located in the La Salut neighborhood, an established residential area known for its tranquility and excellent connection to Vila de Gràcia and the rest of the city. Its strategic location allows you to enjoy a serene environment without sacrificing proximity to major commercial and transport hu",https://www.idealista.com/en/venta-viviendas/barcelona/gracia/pagina-17.htm,2026-04-17T16:18:11+00:00,https://www.idealista.com/en/venta-viviendas/barcelona/gracia/,gracia
111195772,https://www.idealista.com/en/inmueble/111195772/,"Flat / apartment in Avenida de la República Argentina, 258, Vallcarca i els Penitents, Barcelona","580,000 €",3 bed. 110 m² 4th floor exterior with lift | 3 bed. | 110 m² | 4th floor exterior with lift,"**Renovated apartment in a prime location** Discover this spectacular, fully renovated 104 m² apartment, ideal for enjoying comfort and style! With three spacious bedrooms, this home perfectly adapts to any family's needs. The master suite features a private bathroom, offering a space of tranquility and privacy. Addit",https://www.idealista.com/en/venta-viviendas/barcelona/gracia/pagina-17.htm,2026-04-17T16:18:11+00:00,https://www.idealista.com/en/venta-viviendas/barcelona/gracia/,gracia
111151723,https://www.idealista.com/en/inmueble/111151723/,"Flat / apartment in Paseo de Sant Joan, El Camp d'En Grassot i Gràcia Nova, Barcelona","1,349,000 €",3 bed. 205 m² 1st floor exterior with lift | 3 bed. | 205 m² | 1st floor exterior with lift,"Bright and spacious apartment offering approximately 139 sqm of interior usable space and a 95 sqm private terrace, located in a classic 1930s building with elevator. The property stands out for its rare combination of large outdoor space, natural light and quiet surroundings, all within one of Barcelona’s most sought",https://www.idealista.com/en/venta-viviendas/barcelona/gracia/pagina-17.htm,2026-04-17T16:18:11+00:00,https://www.idealista.com/en/venta-viviendas/barcelona/gracia/,gracia
109997701,https://www.idealista.com/en/inmueble/109997701/,"Flat / apartment in Calle del Pare Laínez, El Camp d'En Grassot i Gràcia Nova, Barcelona","260,000 €",2 bed. 55 m² 1st floor exterior without lift | 2 bed. | 55 m² | 1st floor exterior without lift,"INVESTMENT opportunity in the Gracia neighborhood. This 55 m² apartment is perfect for those looking to INVEST in one of the best areas of the city with guaranteed profitability from the first moment. The property stands out for its luminosity and its unbeatable location. It consists of two bedrooms, a dressing room,",https://www.idealista.com/en/venta-viviendas/barcelona/gracia/pagina-17.htm,2026-04-17T16:18:11+00:00,https://www.idealista.com/en/venta-viviendas/barcelona/gracia/,gracia
109530499,https://www.idealista.com/en/inmueble/109530499/,"Flat / apartment in Calle de la Mare de Déu de la Salut, La Salut, Barcelona","350,000 €",2 bed. 80 m² Ground floor exterior without lift | 2 bed. | 80 m² | Ground floor exterior without lift,"Duplex apartment on the ground floor for sale in Vila de Gràcia, Barcelona, on a very quiet street directly opposite the La Salut Tennis Club; Located in one of the most emblematic and sought-after neighborhoods in the city, this property combines the traditional charm of Gràcia with a functional and comfortable design",https://www.idealista.com/en/venta-viviendas/barcelona/gracia/pagina-17.htm,2026-04-17T16:18:11+00:00,https://www.idealista.com/en/venta-viviendas/barcelona/gracia/,gracia
110768467,https://www.idealista.com/en/inmueble/110768467/,"Flat / apartment in CL Sant Antoni Maria Claret, 31, El Camp d'En Grassot i Gràcia Nova, Barcelona","314,900 €",2 bed. 45 m² 5th floor interior with lift | 2 bed. | 45 m² | 5th floor interior with lift,"Fabulous apartment located in an excellent area of the city, excellently connected by public transport (metro and bus) which has all the necessary services to enjoy a comfortable and convenient life: educational, sports, health, commerce, restaurants, and leisure. Close to the charming Gràcia neighborhood, it is only",https://www.idealista.com/en/venta-viviendas/barcelona/gracia/pagina-18.htm,2026-04-17T16:18:18+00:00,https://www.idealista.com/en/venta-viviendas/barcelona/gracia/,gracia
97019431,https://www.idealista.com/en/inmueble/97019431/,"Flat / apartment in Calle de Joan Blanques, Vila de Gràcia, Barcelona","379,000 €",3 bed. 75 m² 2nd floor exterior without lift | 3 bed. | 75 m² | 2nd floor exterior without lift,"Unique opportunity in Vila de Gracia! This charming 75 m² apartment is every investor's dream. Located in one of the city's most picturesque and bohemian neighborhoods, it offers an unbeatable location, surrounded by culture and life. The stately building, with its antique facade, gives the property a special character",https://www.idealista.com/en/venta-viviendas/barcelona/gracia/pagina-18.htm,2026-04-17T16:18:18+00:00,https://www.idealista.com/en/venta-viviendas/barcelona/gracia/,gracia
111001329,https://www.idealista.com/en/inmueble/111001329/,"Flat / apartment in Rambla de Prat, Vila de Gràcia, Barcelona","539,000 €",3 bed. 90 m² Mezzanine exterior without lift | 3 bed. | 90 m² | Mezzanine exterior without lift,"Apartment for sale on Rambla Prat, Gracia, Barcelona. Discover this charming 90 m² apartment in the heart of the Gracia neighborhood, one of Barcelona's most vibrant and welcoming areas. Located on a mezzanine floor, this home offers abundant natural light thanks to its orientation towards a spacious and bright interio",https://www.idealista.com/en/venta-viviendas/barcelona/gracia/pagina-18.htm,2026-04-17T16:18:18+00:00,https://www.idealista.com/en/venta-viviendas/barcelona/gracia/,gracia
109836217,https://www.idealista.com/en/inmueble/109836217/,"Flat / apartment in Calle de Josep Maria Sert, Vallcarca i els Penitents, Barcelona","650,000 €","Garage optional 20,000 € 2 bed. 81 m² 1st floor exterior with lift | Garage optional 20,000 € | optional | 2 bed. | 81 m² | 1st floor exterior with lift","Exclusive apartment with private terrace and panoramic views in Horta-Guinardó In a privileged natural environment, at the foot of Tibidabo and next to the emblematic Carretera de les Aigües, is this bright and elegant exterior apartment of 81 m², located in a contemporary building from 2008. A home that invites you t",https://www.idealista.com/en/venta-viviendas/barcelona/gracia/pagina-18.htm,2026-04-17T16:18:18+00:00,https://www.idealista.com/en/venta-viviendas/barcelona/gracia/,gracia
110598196,https://www.idealista.com/en/inmueble/110598196/,"Flat / apartment in Calle de Ticià, Vallcarca i els Penitents, Barcelona","650,000 €",Parking included 3 bed. 120 m² 1st floor exterior with lift | Parking included | 3 bed. | 120 m² | 1st floor exterior with lift,"Three-sided apartment in the upper area of Barcelona. In a very quiet area next to Pza. Alfonso Comín, we find this sunny apartment, very bright thanks to its good orientation, with a terrace at the living room level with unobstructed views, of about 10m2 on a very little-trafficked street. It currently has two bedroom",https://www.idealista.com/en/venta-viviendas/barcelona/gracia/pagina-18.htm,2026-04-17T16:18:18+00:00,https://www.idealista.com/en/venta-viviendas/barcelona/gracia/,gracia
111023029,https://www.idealista.com/en/inmueble/111023029/,"Flat / apartment in Rambla de Prat, Vila de Gràcia, Barcelona","539,000 €",3 bed. 90 m² Mezzanine interior with lift | 3 bed. | 90 m² | Mezzanine interior with lift,,https://www.idealista.com/en/venta-viviendas/barcelona/gracia/pagina-18.htm,2026-04-17T16:18:18+00:00,https://www.idealista.com/en/venta-viviendas/barcelona/gracia/,gracia
110923923,https://www.idealista.com/en/inmueble/110923923/,"Flat / apartment in CL Providencia, Vila de Gràcia, Barcelona","549,000 €",3 bed. 91 m² Mezzanine exterior with lift | 3 bed. | 91 m² | Mezzanine exterior with lift,"NO BUYER FEES ON THIS PROPERTY Magnificent opportunity in the heart of Vila de Gràcia, on Providència street, in a building with an elevator. 91 m² built dwelling, with a very functional layout. It has three double bedrooms with built-in wardrobes, ideal for a family, professional office, or multipurpose space. The l",https://www.idealista.com/en/venta-viviendas/barcelona/gracia/pagina-18.htm,2026-04-17T16:18:18+00:00,https://www.idealista.com/en/venta-viviendas/barcelona/gracia/,gracia
111017872,https://www.idealista.com/en/inmueble/111017872/,"Flat / apartment in Rambla de Prat, Vila de Gràcia, Barcelona","539,000 €",3 bed. 90 m² exterior with lift | 3 bed. | 90 m² | exterior with lift,"This cozy and bright 90 m2 apartment is presented, located in the heart of the Gràcia neighborhood, one of Barcelona's most emblematic, dynamic, and personality-filled areas. Situated on a mezzanine floor, the home stands out for its pleasant brightness thanks to its orientation towards a large and quiet interior block",https://www.idealista.com/en/venta-viviendas/barcelona/gracia/pagina-18.htm,2026-04-17T16:18:18+00:00,https://www.idealista.com/en/venta-viviendas/barcelona/gracia/,gracia
110946830,https://www.idealista.com/en/inmueble/110946830/,"Flat / apartment in Calle de Maignon, La Salut, Barcelona","570,000 €",3 bed. 112 m² Ground floor exterior with lift | 3 bed. | 112 m² | Ground floor exterior with lift,"PRODUCTO APIALIA. Imagine living in a ground-floor apartment with a pool in Barcelona, in a quiet and perfectly connected area… On Maignon street, very close to Travessera de Dalt, is this 94.93 m² usable home that combines spaciousness, comfort, and quality of life in a residential environment surrounded by green area",https://www.idealista.com/en/venta-viviendas/barcelona/gracia/pagina-18.htm,2026-04-17T16:18:18+00:00,https://www.idealista.com/en/venta-viviendas/barcelona/gracia/,gracia
110065829,https://www.idealista.com/en/inmueble/110065829/,"Flat / apartment in Calle d'Agramunt, Vallcarca i els Penitents, Barcelona","430,000 €",2 bed. 75 m² 1st floor exterior with lift | 2 bed. | 75 m² | 1st floor exterior with lift,"ELEVATOR – ALL EXTERIOR - ONE STEP FROM PUTXET AND FARRÓ. Housing located on a real 1st floor in a building from 1968 that has an elevator. It consists of 75m² distributed in 2 bedrooms, 1 complete bathroom, independent kitchen with access to a gallery, and living-dining room. We are waiting for you at LA CASA AGENC",https://www.idealista.com/en/venta-viviendas/barcelona/gracia/pagina-18.htm,2026-04-17T16:18:18+00:00,https://www.idealista.com/en/venta-viviendas/barcelona/gracia/,gracia
110510778,https://www.idealista.com/en/inmueble/110510778/,"Flat / apartment in Calle de Verdi, Vila de Gràcia, Barcelona","375,000 €",1 bed. 50 m² 1st floor exterior with lift | 1 bed. | 50 m² | 1st floor exterior with lift,"In the Vila de Gracia area, on the charming Verdi street, you will find this cozy 49 m2 apartment, very well distributed, ideal for those seeking tranquility without giving up the unique atmosphere of the neighborhood. The home stands out for its brightness and calm, with unobstructed views of the block's courtyard, w",https://www.idealista.com/en/venta-viviendas/barcelona/gracia/pagina-18.htm,2026-04-17T16:18:18+00:00,https://www.idealista.com/en/venta-viviendas/barcelona/gracia/,gracia
111162679,https://www.idealista.com/en/inmueble/111162679/,"Flat / apartment in Calle de la Providència, Vila de Gràcia, Barcelona","549,000 €",3 bed. 91 m² Mezzanine exterior without lift | 3 bed. | 91 m² | Mezzanine exterior without lift,"Magnificent opportunity in the heart of Vila de Gràcia, on Providència street, in a building with an elevator. 91 m2 built home, with a very functional layout. It has three double bedrooms with built-in wardrobes, ideal for a family, professional office, or multipurpose space. The living-dining room is spacious with e",https://www.idealista.com/en/venta-viviendas/barcelona/gracia/pagina-18.htm,2026-04-17T16:18:18+00:00,https://www.idealista.com/en/venta-viviendas/barcelona/gracia/,gracia
110999519,https://www.idealista.com/en/inmueble/110999519/,"Flat / apartment in CL Esteve Terradas, 33, Vallcarca i els Penitents, Barcelona","750,000 €",3 bed. 131 m² 5th floor exterior with lift | 3 bed. | 131 m² | 5th floor exterior with lift,"We present this bright apartment exclusively. A unique opportunity in one of the quietest and best-connected areas of Barcelona! Main features: Height: 5th actual floor in a building with an elevator. Orientation: Northeast, guaranteeing excellent natural morning light and a cool atmosphere in summer. Condition: Fully",https://www.idealista.com/en/venta-viviendas/barcelona/gracia/pagina-18.htm,2026-04-17T16:18:18+00:00,https://www.idealista.com/en/venta-viviendas/barcelona/gracia/,gracia
110931514,https://www.idealista.com/en/inmueble/110931514/,"Flat / apartment in CL Providencia, Vila de Gràcia, Barcelona","549,000 €",3 bed. 91 m² Mezzanine exterior with lift | 3 bed. | 91 m² | Mezzanine exterior with lift,"GOLDEN SQUARE PRESENTS: Magnificent opportunity in the heart of Vila de Gràcia, on Providència street, in a building with an elevator. 91 m² built home, with a very functional layout. It has three double bedrooms with built-in wardrobes, ideal for a family, professional office, or multipurpose space. The living-dining",https://www.idealista.com/en/venta-viviendas/barcelona/gracia/pagina-18.htm,2026-04-17T16:18:18+00:00,https://www.idealista.com/en/venta-viviendas/barcelona/gracia/,gracia
110370341,https://www.idealista.com/en/inmueble/110370341/,"Flat / apartment in Calle de Roger de Flor, El Camp d'En Grassot i Gràcia Nova, Barcelona","498,000 €",4 bed. 88 m² 2nd floor exterior with lift | 4 bed. | 88 m² | 2nd floor exterior with lift,"We are people like you, who think like you.",https://www.idealista.com/en/venta-viviendas/barcelona/gracia/pagina-18.htm,2026-04-17T16:18:18+00:00,https://www.idealista.com/en/venta-viviendas/barcelona/gracia/,gracia
110835257,https://www.idealista.com/en/inmueble/110835257/,"Flat / apartment in Calle de Martí, Vila de Gràcia, Barcelona","290,000 €",2 bed. 49 m² 1st floor exterior without lift | 2 bed. | 49 m² | 1st floor exterior without lift,"Charming property in Gracia, with great potential, located in one of the most sought-after areas of the city. Situated on a first floor which is equivalent to a second floor in real height, it offers privacy, tranquility, and a pleasant sense of spaciousness. The home is presented in its original state, ideal for thos",https://www.idealista.com/en/venta-viviendas/barcelona/gracia/pagina-18.htm,2026-04-17T16:18:18+00:00,https://www.idealista.com/en/venta-viviendas/barcelona/gracia/,gracia
108524221,https://www.idealista.com/en/inmueble/108524221/,"Flat / apartment in Calle de Bailèn, El Camp d'En Grassot i Gràcia Nova, Barcelona","335,000 €",3 bed. 58 m² 3rd floor exterior without lift | 3 bed. | 58 m² | 3rd floor exterior without lift,"Penthouse with Private Terrace: An Oasis of Light next to Passeig de Sant Joan Are you looking for that unique piece in Barcelona where light is the protagonist? We present this spectacular penthouse, a blank canvas, located in the heart of one of the most sought-after areas of the city, a stone's throw from the emblem",https://www.idealista.com/en/venta-viviendas/barcelona/gracia/pagina-18.htm,2026-04-17T16:18:18+00:00,https://www.idealista.com/en/venta-viviendas/barcelona/gracia/,gracia
110941222,https://www.idealista.com/en/inmueble/110941222/,"Duplex in Calle de Móra la Nova, El Coll, Barcelona","375,000 €",3 bed. 100 m² exterior with lift | 3 bed. | 100 m² | exterior with lift,"There are homes that are simply lived in.. . and others that are felt from the moment you walk in. This 90 m² useful ground-floor duplex, located in El Coll, conveys precisely that feeling: light, spaciousness, and a layout designed to enjoy every space. The heart of the home is its living room with an open-plan kitche",https://www.idealista.com/en/venta-viviendas/barcelona/gracia/pagina-18.htm,2026-04-17T16:18:18+00:00,https://www.idealista.com/en/venta-viviendas/barcelona/gracia/,gracia
110978157,https://www.idealista.com/en/inmueble/110978157/,"Flat / apartment in Calle de Martí, Vila de Gràcia, Barcelona","290,000 €",2 bed. 50 m² 2nd floor exterior without lift | 2 bed. | 50 m² | 2nd floor exterior without lift,"UNIQUE, EXCLUSIVE, and SINGULAR apartment for sale in the heart of Gracia! In an exceptional location on Martí street, in a historic building with few neighbors, quiet and very cozy, this 50m2 property with a 5m2 patio is located. It is a second floor without an elevator. It has an entrance hall leading to a spacious a",https://www.idealista.com/en/venta-viviendas/barcelona/gracia/pagina-18.htm,2026-04-17T16:18:18+00:00,https://www.idealista.com/en/venta-viviendas/barcelona/gracia/,gracia
110994913,https://www.idealista.com/en/inmueble/110994913/,"Flat / apartment in Calle Gran de Gràcia, 166, Vila de Gràcia, Barcelona","480,000 €",3 bed. 77 m² 2nd floor exterior without lift | 3 bed. | 77 m² | 2nd floor exterior without lift,"Discover your new home in the heart of Gràcia! This charming 77 m² apartment, completely renovated, offers you the perfect combination of modernity and comfort. With 3 cozy bedrooms and a well-distributed bathroom, this space is ideal for enjoying urban life without sacrificing tranquility. Natural light floods every c",https://www.idealista.com/en/venta-viviendas/barcelona/gracia/pagina-18.htm,2026-04-17T16:18:18+00:00,https://www.idealista.com/en/venta-viviendas/barcelona/gracia/,gracia
110052776,https://www.idealista.com/en/inmueble/110052776/,"Flat / apartment in CL Marti, Vila de Gràcia, Barcelona","290,000 €",2 bed. 52 m² 2nd floor exterior without lift | 2 bed. | 52 m² | 2nd floor exterior without lift,"Bright apartment on Martí Street. We present this charming and practical apartment located on a quiet street in the Gràcia neighborhood. Situated on the second floor of a classic 1955 building without an elevator, this property offers a very functional layout thanks to its 49 m² with no hallways and well-balanced room",https://www.idealista.com/en/venta-viviendas/barcelona/gracia/pagina-18.htm,2026-04-17T16:18:18+00:00,https://www.idealista.com/en/venta-viviendas/barcelona/gracia/,gracia
111000770,https://www.idealista.com/en/inmueble/111000770/,"Flat / apartment in Vila de Gràcia, Barcelona","3,900,000 €",Parking included 2 bed. 186 m² 2nd floor exterior with lift | Parking included | 2 bed. | 186 m² | 2nd floor exterior with lift,"An Oasis of Sophistication in the Heart of Paseo de Gracia. Located at Barcelona's most prestigious address, this property in the Mandarin Oriental Residences is not just a home, but a lifestyle statement. Situated on the emblematic Paseo de Gracia, this architectural piece offers a residential experience where luxury",https://www.idealista.com/en/venta-viviendas/barcelona/gracia/pagina-18.htm,2026-04-17T16:18:18+00:00,https://www.idealista.com/en/venta-viviendas/barcelona/gracia/,gracia
110977752,https://www.idealista.com/en/inmueble/110977752/,"Flat / apartment in Calle de Verdi, Vallcarca i els Penitents, Barcelona","395,000 €",3 bed. 85 m² 5th floor exterior with lift | 3 bed. | 85 m² | 5th floor exterior with lift,"Charming 3-bedroom flat next to Park Güell - Gràcia neighbourhood (La Salut) Discover this cosy and bright 80 m² flat located in a quiet building, in the neighbourhood of Gràcia (La Salut), one of the most valued areas of Barcelona for its relaxed, residential atmosphere and its excellent quality of life. Just a min",https://www.idealista.com/en/venta-viviendas/barcelona/gracia/pagina-18.htm,2026-04-17T16:18:18+00:00,https://www.idealista.com/en/venta-viviendas/barcelona/gracia/,gracia
109461755,https://www.idealista.com/en/inmueble/109461755/,"Flat / apartment in Calle de Bailèn, 207, Vila de Gràcia, Barcelona","550,000 €",3 bed. 95 m² 1st floor exterior with lift | 3 bed. | 95 m² | 1st floor exterior with lift,"Corner apartment, spacious, exterior and very bright, located in one of the most prominent areas of Barcelona, just one minute from the unique Paseo de Sant Joan. Upon entering, we are welcomed by a comfortable hall that leads to a distribution corridor towards each room. At the end we find a spacious living-dining ro",https://www.idealista.com/en/venta-viviendas/barcelona/gracia/pagina-18.htm,2026-04-17T16:18:18+00:00,https://www.idealista.com/en/venta-viviendas/barcelona/gracia/,gracia
111004726,https://www.idealista.com/en/inmueble/111004726/,"Flat / apartment in Calle de Bailèn, El Camp d'En Grassot i Gràcia Nova, Barcelona","280,000 €",2 bed. 42 m² 1st floor interior with lift | 2 bed. | 42 m² | 1st floor interior with lift,,https://www.idealista.com/en/venta-viviendas/barcelona/gracia/pagina-18.htm,2026-04-17T16:18:18+00:00,https://www.idealista.com/en/venta-viviendas/barcelona/gracia/,gracia
111151686,https://www.idealista.com/en/inmueble/111151686/,"Flat / apartment in Plaza del Nord, Vila de Gràcia, Barcelona","275,000 €",1 bed. 40 m² 1st floor interior with lift | 1 bed. | 40 m² | 1st floor interior with lift,"IDEAL APARTMENT FOR INVESTMENT AND/OR FIRST HOME! Apartment: - 40 m2 built, of which 35 m2 are usable. - Ideal layout with no hallways. - Living-dining room with open kitchen. - Consists of 1 double bedroom of over 11 m2. - 1 bathroom with shower. - The apartment overlooks a block courtyard. - All rooms are bright and",https://www.idealista.com/en/venta-viviendas/barcelona/gracia/pagina-18.htm,2026-04-17T16:18:18+00:00,https://www.idealista.com/en/venta-viviendas/barcelona/gracia/,gracia
109987613,https://www.idealista.com/en/inmueble/109987613/,"Flat / apartment in Calle de l'Encarnació, El Camp d'En Grassot i Gràcia Nova, Barcelona","600,000 €",4 bed. 113 m² 2nd floor exterior with lift | 4 bed. | 113 m² | 2nd floor exterior with lift,"*** FOR SALE *** Discover this unique opportunity in the heart of Gracia! This spacious 113 m² apartment, located on the charming pedestrian street of Pi Maragall, is perfect for those looking to personalize their new home. With 4 bedrooms, 3 of which are doubles and 1 single, there is enough space for the whole family",https://www.idealista.com/en/venta-viviendas/barcelona/gracia/pagina-18.htm,2026-04-17T16:18:18+00:00,https://www.idealista.com/en/venta-viviendas/barcelona/gracia/,gracia
110606609,https://www.idealista.com/en/inmueble/110606609/,"Flat / apartment in Calle de Tagamanent, Vila de Gràcia, Barcelona","430,000 €",2 bed. 69 m² 2nd floor exterior with lift | 2 bed. | 69 m² | 2nd floor exterior with lift,"APARTMENT FOR SALE PROFITABILITY. 69m² built apartment for sale with profitability on Tagamanent street, in Vila de Gracia. Second real exterior floor in a building with an elevator. Currently rented until February 2028. Net profitability of 3.4%. Good opportunity due to its current profitability as a rental property",https://www.idealista.com/en/venta-viviendas/barcelona/gracia/pagina-18.htm,2026-04-17T16:18:18+00:00,https://www.idealista.com/en/venta-viviendas/barcelona/gracia/,gracia
110100596,https://www.idealista.com/en/inmueble/110100596/,"Flat / apartment in El Camp d'En Grassot i Gràcia Nova, Barcelona","495,000 €",4 bed. 91 m² 4th floor with lift | 4 bed. | 91 m² | 4th floor with lift,"Bright apartment with great potential on Travessera de Gràcia, next to Sicilia street. Spacious 4-bedroom apartment for sale in an excellent location in the Gràcia Nova - Camp d'en Grassot neighborhood, a few steps from Passeig Sant Joan and Plaça Joanic. The home, located on the fourth floor of a building with an elev",https://www.idealista.com/en/venta-viviendas/barcelona/gracia/pagina-18.htm,2026-04-17T16:18:18+00:00,https://www.idealista.com/en/venta-viviendas/barcelona/gracia/,gracia
